轮次,user_mean_interval,user_consume_times,user_use_coupon_times,user_receive_unused,distance,coupon_used_rate,coupon_receive_times,coupon_fifteen_used,distance排名,merchant_receive_unused
train<=3,0.6480000019073486,0.11410000175237656,0.07180000096559525,0.033399999141693115,0.019700000062584877,0.017000000923871994,0.014600000344216824,0.013700000010430813,5,
train<=4,0.6687999963760376,0.09700000286102295,0.07599999755620956,0.028699999675154686,0.019300000742077827,0.01730000041425228,0.01360000018030405,,5,0.01600000075995922
train<=5,0.6671000123023987,0.10040000081062317,0.06549999862909317,0.026200000196695328,0.018400000408291817,0.024800000712275505,0.015799999237060547,,7,0.0203000009059906
